"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","Q","1989-Q2",6.164414,
"AUS","HUR","TOT","PC_LF","Q","1989-Q3",6.007802,
"AUS","HUR","TOT","PC_LF","Q","1989-Q4",5.853007,
"AUS","HUR","TOT","PC_LF","Q","1990-Q1",6.230017,
"AUS","HUR","TOT","PC_LF","Q","1990-Q2",6.464528,
"AUS","HUR","TOT","PC_LF","Q","1990-Q3",7.225374,
"AUS","HUR","TOT","PC_LF","Q","1990-Q4",7.867509,
"AUS","HUR","TOT","PC_LF","Q","1991-Q1",8.732559,
"AUS","HUR","TOT","PC_LF","Q","1991-Q2",9.633936,
"AUS","HUR","TOT","PC_LF","Q","1991-Q3",9.837148,
"AUS","HUR","TOT","PC_LF","Q","1991-Q4",10.21968,
"AUS","HUR","TOT","PC_LF","Q","1992-Q1",10.41661,
"AUS","HUR","TOT","PC_LF","Q","1992-Q2",10.63408,
"AUS","HUR","TOT","PC_LF","Q","1992-Q3",10.82272,
"AUS","HUR","TOT","PC_LF","Q","1992-Q4",11.14841,
"AUS","HUR","TOT","PC_LF","Q","1993-Q1",10.90242,
"AUS","HUR","TOT","PC_LF","Q","1993-Q2",10.84901,
"AUS","HUR","TOT","PC_LF","Q","1993-Q3",10.88773,
"AUS","HUR","TOT","PC_LF","Q","1993-Q4",10.88766,
"AUS","HUR","TOT","PC_LF","Q","1994-Q1",10.44069,
"AUS","HUR","TOT","PC_LF","Q","1994-Q2",9.883234,
"AUS","HUR","TOT","PC_LF","Q","1994-Q3",9.47555,
"AUS","HUR","TOT","PC_LF","Q","1994-Q4",9.056946,
"AUS","HUR","TOT","PC_LF","Q","1995-Q1",8.765957,
"AUS","HUR","TOT","PC_LF","Q","1995-Q2",8.36509,
"AUS","HUR","TOT","PC_LF","Q","1995-Q3",8.36902,
"AUS","HUR","TOT","PC_LF","Q","1995-Q4",8.390338,
"AUS","HUR","TOT","PC_LF","Q","1996-Q1",8.400742,
"AUS","HUR","TOT","PC_LF","Q","1996-Q2",8.415946,
"AUS","HUR","TOT","PC_LF","Q","1996-Q3",8.620715,
"AUS","HUR","TOT","PC_LF","Q","1996-Q4",8.620152,
"AUS","HUR","TOT","PC_LF","Q","1997-Q1",8.620425,
"AUS","HUR","TOT","PC_LF","Q","1997-Q2",8.482327,
"AUS","HUR","TOT","PC_LF","Q","1997-Q3",8.373758,
"AUS","HUR","TOT","PC_LF","Q","1997-Q4",7.976658,
"AUS","HUR","TOT","PC_LF","Q","1998-Q1",7.840315,
"AUS","HUR","TOT","PC_LF","Q","1998-Q2",7.733634,
"AUS","HUR","TOT","PC_LF","Q","1998-Q3",7.787715,
"AUS","HUR","TOT","PC_LF","Q","1998-Q4",7.374678,
"AUS","HUR","TOT","PC_LF","Q","1999-Q1",7.082227,
"AUS","HUR","TOT","PC_LF","Q","1999-Q2",6.886019,
"AUS","HUR","TOT","PC_LF","Q","1999-Q3",6.87414,
"AUS","HUR","TOT","PC_LF","Q","1999-Q4",6.633417,
"AUS","HUR","TOT","PC_LF","Q","2000-Q1",6.650708,
"AUS","HUR","TOT","PC_LF","Q","2000-Q2",6.302083,
"AUS","HUR","TOT","PC_LF","Q","2000-Q3",5.989491,
"AUS","HUR","TOT","PC_LF","Q","2000-Q4",6.17156,
"AUS","HUR","TOT","PC_LF","Q","2001-Q1",6.366835,
"AUS","HUR","TOT","PC_LF","Q","2001-Q2",6.869637,
"AUS","HUR","TOT","PC_LF","Q","2001-Q3",6.867266,
"AUS","HUR","TOT","PC_LF","Q","2001-Q4",6.979412,
"AUS","HUR","TOT","PC_LF","Q","2002-Q1",6.626871,
"AUS","HUR","TOT","PC_LF","Q","2002-Q2",6.404976,
"AUS","HUR","TOT","PC_LF","Q","2002-Q3",6.279915,
"AUS","HUR","TOT","PC_LF","Q","2002-Q4",6.15741,
"AUS","HUR","TOT","PC_LF","Q","2003-Q1",6.055958,
"AUS","HUR","TOT","PC_LF","Q","2003-Q2",6.051594,
"AUS","HUR","TOT","PC_LF","Q","2003-Q3",5.906565,
"AUS","HUR","TOT","PC_LF","Q","2003-Q4",5.708567,
"AUS","HUR","TOT","PC_LF","Q","2004-Q1",5.537434,
"AUS","HUR","TOT","PC_LF","Q","2004-Q2",5.436225,
"AUS","HUR","TOT","PC_LF","Q","2004-Q3",5.478689,
"AUS","HUR","TOT","PC_LF","Q","2004-Q4",5.117726,
"AUS","HUR","TOT","PC_LF","Q","2005-Q1",5.107358,
"AUS","HUR","TOT","PC_LF","Q","2005-Q2",5.057756,
"AUS","HUR","TOT","PC_LF","Q","2005-Q3",4.957692,
"AUS","HUR","TOT","PC_LF","Q","2005-Q4",5.00771,
"AUS","HUR","TOT","PC_LF","Q","2006-Q1",5.045244,
"AUS","HUR","TOT","PC_LF","Q","2006-Q2",4.858089,
"AUS","HUR","TOT","PC_LF","Q","2006-Q3",4.677131,
"AUS","HUR","TOT","PC_LF","Q","2006-Q4",4.515551,
"AUS","HUR","TOT","PC_LF","Q","2007-Q1",4.550601,
"AUS","HUR","TOT","PC_LF","Q","2007-Q2",4.325621,
"AUS","HUR","TOT","PC_LF","Q","2007-Q3",4.253458,
"AUS","HUR","TOT","PC_LF","Q","2007-Q4",4.354021,
"AUS","HUR","TOT","PC_LF","Q","2008-Q1",4.087124,
"AUS","HUR","TOT","PC_LF","Q","2008-Q2",4.25937,
"AUS","HUR","TOT","PC_LF","Q","2008-Q3",4.182842,
"AUS","HUR","TOT","PC_LF","Q","2008-Q4",4.441281,
"AUS","HUR","TOT","PC_LF","Q","2009-Q1",5.309744,
"AUS","HUR","TOT","PC_LF","Q","2009-Q2",5.730017,
"AUS","HUR","TOT","PC_LF","Q","2009-Q3",5.678883,
"AUS","HUR","TOT","PC_LF","Q","2009-Q4",5.557857,
"AUS","HUR","TOT","PC_LF","Q","2010-Q1",5.332538,
"AUS","HUR","TOT","PC_LF","Q","2010-Q2",5.291588,
"AUS","HUR","TOT","PC_LF","Q","2010-Q3",5.120329,
"AUS","HUR","TOT","PC_LF","Q","2010-Q4",5.090347,
"AUS","HUR","TOT","PC_LF","Q","2011-Q1",4.971769,
"AUS","HUR","TOT","PC_LF","Q","2011-Q2",4.963495,
"AUS","HUR","TOT","PC_LF","Q","2011-Q3",5.18888,
"AUS","HUR","TOT","PC_LF","Q","2011-Q4",5.205238,
"AUS","HUR","TOT","PC_LF","Q","2012-Q1",5.146834,
"AUS","HUR","TOT","PC_LF","Q","2012-Q2",5.119361,
"AUS","HUR","TOT","PC_LF","Q","2012-Q3",5.269537,
"AUS","HUR","TOT","PC_LF","Q","2012-Q4",5.36747,
"AUS","HUR","TOT","PC_LF","Q","2013-Q1",5.482393,
"AUS","HUR","TOT","PC_LF","Q","2013-Q2",5.630737,
"AUS","HUR","TOT","PC_LF","Q","2013-Q3",5.717954,
"AUS","HUR","TOT","PC_LF","Q","2013-Q4",5.842188,
"AUS","HUR","TOT","PC_LF","Q","2014-Q1",5.898409,
"AUS","HUR","TOT","PC_LF","Q","2014-Q2",5.926241,
"AUS","HUR","TOT","PC_LF","Q","2014-Q3",6.160758,
"AUS","HUR","TOT","PC_LF","Q","2014-Q4",6.257279,
"AUS","HUR","TOT","PC_LF","Q","2015-Q1",6.183133,
"AUS","HUR","TOT","PC_LF","Q","2015-Q2",6.016308,
"AUS","HUR","TOT","PC_LF","Q","2015-Q3",6.171675,
"AUS","HUR","TOT","PC_LF","Q","2015-Q4",5.840145,
"AUS","HUR","TOT","PC_LF","Q","2016-Q1",5.779163,
"AUS","HUR","TOT","PC_LF","Q","2016-Q2",5.686433,
"AUS","HUR","TOT","PC_LF","Q","2016-Q3",5.646031,
"AUS","HUR","TOT","PC_LF","Q","2016-Q4",5.725965,
"AUS","HUR","TOT","PC_LF","Q","2017-Q1",5.786863,
"AUS","HUR","TOT","PC_LF","Q","2017-Q2",5.587657,
"AUS","HUR","TOT","PC_LF","Q","2017-Q3",5.513017,
"AUS","HUR","TOT","PC_LF","Q","2017-Q4",5.463949,
"AUS","HUR","TOT","PC_LF","Q","2018-Q1",5.521843,
"AUS","HUR","TOT","PC_LF","Q","2018-Q2",5.419763,
"AUS","HUR","TOT","PC_LF","Q","2018-Q3",5.182827,
"AUS","HUR","TOT","PC_LF","Q","2018-Q4",5.036932,
"AUS","HUR","TOT","PC_LF","Q","2019-Q1",5.025599,
"AUS","HUR","TOT","PC_LF","Q","2019-Q2",5.229841,
"AUS","HUR","TOT","PC_LF","Q","2019-Q3",5.229903,
"AUS","HUR","TOT","PC_LF","Q","2019-Q4",5.163222,
"AUS","HUR","TOT","PC_LF","Q","2020-Q1",5.187378,
"AUS","HUR","TOT","PC_LF","Q","2020-Q2",6.950639,
"AUS","HUR","TOT","PC_LF","Q","2020-Q3",7.068281,
"AUT","HUR","TOT","PC_LF","Q","1993-Q1",3.833333,
"AUT","HUR","TOT","PC_LF","Q","1993-Q2",3.966667,
"AUT","HUR","TOT","PC_LF","Q","1993-Q3",4.033333,
"AUT","HUR","TOT","PC_LF","Q","1993-Q4",4,
"AUT","HUR","TOT","PC_LF","Q","1994-Q1",3.9,
"AUT","HUR","TOT","PC_LF","Q","1994-Q2",3.833333,
"AUT","HUR","TOT","PC_LF","Q","1994-Q3",3.8,
"AUT","HUR","TOT","PC_LF","Q","1994-Q4",3.8,
"AUT","HUR","TOT","PC_LF","Q","1995-Q1",3.933333,
"AUT","HUR","TOT","PC_LF","Q","1995-Q2",4.1,
"AUT","HUR","TOT","PC_LF","Q","1995-Q3",4.366667,
"AUT","HUR","TOT","PC_LF","Q","1995-Q4",4.566667,
"AUT","HUR","TOT","PC_LF","Q","1996-Q1",4.766667,
"AUT","HUR","TOT","PC_LF","Q","1996-Q2",4.8,
"AUT","HUR","TOT","PC_LF","Q","1996-Q3",4.7,
"AUT","HUR","TOT","PC_LF","Q","1996-Q4",4.6,
"AUT","HUR","TOT","PC_LF","Q","1997-Q1",4.666667,
"AUT","HUR","TOT","PC_LF","Q","1997-Q2",4.7,
"AUT","HUR","TOT","PC_LF","Q","1997-Q3",4.8,
"AUT","HUR","TOT","PC_LF","Q","1997-Q4",4.866667,
"AUT","HUR","TOT","PC_LF","Q","1998-Q1",4.933333,
"AUT","HUR","TOT","PC_LF","Q","1998-Q2",4.833333,
"AUT","HUR","TOT","PC_LF","Q","1998-Q3",4.666667,
"AUT","HUR","TOT","PC_LF","Q","1998-Q4",4.4,
"AUT","HUR","TOT","PC_LF","Q","1999-Q1",4.233333,
"AUT","HUR","TOT","PC_LF","Q","1999-Q2",4.2,
"AUT","HUR","TOT","PC_LF","Q","1999-Q3",4.033333,
"AUT","HUR","TOT","PC_LF","Q","1999-Q4",4.1,
"AUT","HUR","TOT","PC_LF","Q","2000-Q1",4.233333,
"AUT","HUR","TOT","PC_LF","Q","2000-Q2",3.7,
"AUT","HUR","TOT","PC_LF","Q","2000-Q3",3.833333,
"AUT","HUR","TOT","PC_LF","Q","2000-Q4",3.766667,
"AUT","HUR","TOT","PC_LF","Q","2001-Q1",3.633333,
"AUT","HUR","TOT","PC_LF","Q","2001-Q2",4,
"AUT","HUR","TOT","PC_LF","Q","2001-Q3",4.1,
"AUT","HUR","TOT","PC_LF","Q","2001-Q4",4.3,
"AUT","HUR","TOT","PC_LF","Q","2002-Q1",4.5,
"AUT","HUR","TOT","PC_LF","Q","2002-Q2",4.233333,
"AUT","HUR","TOT","PC_LF","Q","2002-Q3",4.4,
"AUT","HUR","TOT","PC_LF","Q","2002-Q4",4.433333,
"AUT","HUR","TOT","PC_LF","Q","2003-Q1",4.533333,
"AUT","HUR","TOT","PC_LF","Q","2003-Q2",4.8,
"AUT","HUR","TOT","PC_LF","Q","2003-Q3",4.8,
"AUT","HUR","TOT","PC_LF","Q","2003-Q4",5.033333,
"AUT","HUR","TOT","PC_LF","Q","2004-Q1",5.633333,
"AUT","HUR","TOT","PC_LF","Q","2004-Q2",5.366667,
"AUT","HUR","TOT","PC_LF","Q","2004-Q3",5.466667,
"AUT","HUR","TOT","PC_LF","Q","2004-Q4",5.533333,
"AUT","HUR","TOT","PC_LF","Q","2005-Q1",5.433333,
"AUT","HUR","TOT","PC_LF","Q","2005-Q2",5.733333,
"AUT","HUR","TOT","PC_LF","Q","2005-Q3",5.666667,
"AUT","HUR","TOT","PC_LF","Q","2005-Q4",5.733333,
"AUT","HUR","TOT","PC_LF","Q","2006-Q1",5.733333,
"AUT","HUR","TOT","PC_LF","Q","2006-Q2",5.233333,
"AUT","HUR","TOT","PC_LF","Q","2006-Q3",5,
"AUT","HUR","TOT","PC_LF","Q","2006-Q4",4.933333,
"AUT","HUR","TOT","PC_LF","Q","2007-Q1",4.933333,
"AUT","HUR","TOT","PC_LF","Q","2007-Q2",5.1,
"AUT","HUR","TOT","PC_LF","Q","2007-Q3",4.933333,
"AUT","HUR","TOT","PC_LF","Q","2007-Q4",4.5,
"AUT","HUR","TOT","PC_LF","Q","2008-Q1",4.2,
"AUT","HUR","TOT","PC_LF","Q","2008-Q2",3.8,
"AUT","HUR","TOT","PC_LF","Q","2008-Q3",4,
"AUT","HUR","TOT","PC_LF","Q","2008-Q4",4.4,
"AUT","HUR","TOT","PC_LF","Q","2009-Q1",4.766667,
"AUT","HUR","TOT","PC_LF","Q","2009-Q2",5.366667,
"AUT","HUR","TOT","PC_LF","Q","2009-Q3",5.666667,
"AUT","HUR","TOT","PC_LF","Q","2009-Q4",5.533333,
"AUT","HUR","TOT","PC_LF","Q","2010-Q1",5.066667,
"AUT","HUR","TOT","PC_LF","Q","2010-Q2",4.9,
"AUT","HUR","TOT","PC_LF","Q","2010-Q3",4.8,
"AUT","HUR","TOT","PC_LF","Q","2010-Q4",4.5,
"AUT","HUR","TOT","PC_LF","Q","2011-Q1",4.866667,
"AUT","HUR","TOT","PC_LF","Q","2011-Q2",4.533333,
"AUT","HUR","TOT","PC_LF","Q","2011-Q3",4.133333,
"AUT","HUR","TOT","PC_LF","Q","2011-Q4",4.8,
"AUT","HUR","TOT","PC_LF","Q","2012-Q1",4.533333,
"AUT","HUR","TOT","PC_LF","Q","2012-Q2",4.933333,
"AUT","HUR","TOT","PC_LF","Q","2012-Q3",5.2,
"AUT","HUR","TOT","PC_LF","Q","2012-Q4",5,
"AUT","HUR","TOT","PC_LF","Q","2013-Q1",5.3,
"AUT","HUR","TOT","PC_LF","Q","2013-Q2",5.166667,
"AUT","HUR","TOT","PC_LF","Q","2013-Q3",5.4,
"AUT","HUR","TOT","PC_LF","Q","2013-Q4",5.5,
"AUT","HUR","TOT","PC_LF","Q","2014-Q1",5.6,
"AUT","HUR","TOT","PC_LF","Q","2014-Q2",5.5,
"AUT","HUR","TOT","PC_LF","Q","2014-Q3",5.666667,
"AUT","HUR","TOT","PC_LF","Q","2014-Q4",5.666667,
"AUT","HUR","TOT","PC_LF","Q","2015-Q1",5.566667,
"AUT","HUR","TOT","PC_LF","Q","2015-Q2",5.9,
"AUT","HUR","TOT","PC_LF","Q","2015-Q3",5.6,
"AUT","HUR","TOT","PC_LF","Q","2015-Q4",5.9,
"AUT","HUR","TOT","PC_LF","Q","2016-Q1",6.033333,
"AUT","HUR","TOT","PC_LF","Q","2016-Q2",6.2,
"AUT","HUR","TOT","PC_LF","Q","2016-Q3",6.166667,
"AUT","HUR","TOT","PC_LF","Q","2016-Q4",5.766667,
"AUT","HUR","TOT","PC_LF","Q","2017-Q1",5.766667,
"AUT","HUR","TOT","PC_LF","Q","2017-Q2",5.533333,
"AUT","HUR","TOT","PC_LF","Q","2017-Q3",5.366667,
"AUT","HUR","TOT","PC_LF","Q","2017-Q4",5.466667,
"AUT","HUR","TOT","PC_LF","Q","2018-Q1",5.033333,
"AUT","HUR","TOT","PC_LF","Q","2018-Q2",4.766667,
"AUT","HUR","TOT","PC_LF","Q","2018-Q3",4.933333,
"AUT","HUR","TOT","PC_LF","Q","2018-Q4",4.833333,
"AUT","HUR","TOT","PC_LF","Q","2019-Q1",4.8,
"AUT","HUR","TOT","PC_LF","Q","2019-Q2",4.5,
"AUT","HUR","TOT","PC_LF","Q","2019-Q3",4.466667,
"AUT","HUR","TOT","PC_LF","Q","2019-Q4",4.333333,
"AUT","HUR","TOT","PC_LF","Q","2020-Q1",4.566667,
"AUT","HUR","TOT","PC_LF","Q","2020-Q2",5.566667,
"AUT","HUR","TOT","PC_LF","Q","2020-Q3",5.633333,
"BEL","HUR","TOT","PC_LF","Q","1989-Q2",7.5,
"BEL","HUR","TOT","PC_LF","Q","1989-Q3",7.2,
"BEL","HUR","TOT","PC_LF","Q","1989-Q4",6.966667,
"BEL","HUR","TOT","PC_LF","Q","1990-Q1",6.733333,
"BEL","HUR","TOT","PC_LF","Q","1990-Q2",6.6,
"BEL","HUR","TOT","PC_LF","Q","1990-Q3",6.5,
"BEL","HUR","TOT","PC_LF","Q","1990-Q4",6.4,
"BEL","HUR","TOT","PC_LF","Q","1991-Q1",6.4,
"BEL","HUR","TOT","PC_LF","Q","1991-Q2",6.4,
"BEL","HUR","TOT","PC_LF","Q","1991-Q3",6.4,
"BEL","HUR","TOT","PC_LF","Q","1991-Q4",6.6,
"BEL","HUR","TOT","PC_LF","Q","1992-Q1",6.733333,
"BEL","HUR","TOT","PC_LF","Q","1992-Q2",7,
"BEL","HUR","TOT","PC_LF","Q","1992-Q3",7.133333,
"BEL","HUR","TOT","PC_LF","Q","1992-Q4",7.5,
"BEL","HUR","TOT","PC_LF","Q","1993-Q1",7.933333,
"BEL","HUR","TOT","PC_LF","Q","1993-Q2",8.366667,
"BEL","HUR","TOT","PC_LF","Q","1993-Q3",8.866667,
"BEL","HUR","TOT","PC_LF","Q","1993-Q4",9.333333,
"BEL","HUR","TOT","PC_LF","Q","1994-Q1",9.666667,
"BEL","HUR","TOT","PC_LF","Q","1994-Q2",9.8,
"BEL","HUR","TOT","PC_LF","Q","1994-Q3",9.8,
"BEL","HUR","TOT","PC_LF","Q","1994-Q4",9.733334,
"BEL","HUR","TOT","PC_LF","Q","1995-Q1",9.666667,
"BEL","HUR","TOT","PC_LF","Q","1995-Q2",9.6,
"BEL","HUR","TOT","PC_LF","Q","1995-Q3",9.666667,
"BEL","HUR","TOT","PC_LF","Q","1995-Q4",9.8,
"BEL","HUR","TOT","PC_LF","Q","1996-Q1",9.866667,
"BEL","HUR","TOT","PC_LF","Q","1996-Q2",9.666667,
"BEL","HUR","TOT","PC_LF","Q","1996-Q3",9.433333,
"BEL","HUR","TOT","PC_LF","Q","1996-Q4",9.233334,
"BEL","HUR","TOT","PC_LF","Q","1997-Q1",9.1,
"BEL","HUR","TOT","PC_LF","Q","1997-Q2",9.133333,
"BEL","HUR","TOT","PC_LF","Q","1997-Q3",9.3,
"BEL","HUR","TOT","PC_LF","Q","1997-Q4",9.333333,
"BEL","HUR","TOT","PC_LF","Q","1998-Q1",9.433333,
"BEL","HUR","TOT","PC_LF","Q","1998-Q2",9.433333,
"BEL","HUR","TOT","PC_LF","Q","1998-Q3",9.366667,
"BEL","HUR","TOT","PC_LF","Q","1998-Q4",9.133333,
"BEL","HUR","TOT","PC_LF","Q","1999-Q1",8.966666,
"BEL","HUR","TOT","PC_LF","Q","1999-Q2",8.9,
"BEL","HUR","TOT","PC_LF","Q","1999-Q3",8.133333,
"BEL","HUR","TOT","PC_LF","Q","1999-Q4",7.7,
"BEL","HUR","TOT","PC_LF","Q","2000-Q1",7.1,
"BEL","HUR","TOT","PC_LF","Q","2000-Q2",6.8,
"BEL","HUR","TOT","PC_LF","Q","2000-Q3",6.9,
"BEL","HUR","TOT","PC_LF","Q","2000-Q4",6.633333,
"BEL","HUR","TOT","PC_LF","Q","2001-Q1",6.066667,
"BEL","HUR","TOT","PC_LF","Q","2001-Q2",6.5,
"BEL","HUR","TOT","PC_LF","Q","2001-Q3",6.3,
"BEL","HUR","TOT","PC_LF","Q","2001-Q4",7.4,
"BEL","HUR","TOT","PC_LF","Q","2002-Q1",7.333333,
"BEL","HUR","TOT","PC_LF","Q","2002-Q2",7.3,
"BEL","HUR","TOT","PC_LF","Q","2002-Q3",7.5,
"BEL","HUR","TOT","PC_LF","Q","2002-Q4",7.966667,
"BEL","HUR","TOT","PC_LF","Q","2003-Q1",8.1,
"BEL","HUR","TOT","PC_LF","Q","2003-Q2",8.1,
"BEL","HUR","TOT","PC_LF","Q","2003-Q3",8.133333,
"BEL","HUR","TOT","PC_LF","Q","2003-Q4",8.366667,
"BEL","HUR","TOT","PC_LF","Q","2004-Q1",8.533334,
"BEL","HUR","TOT","PC_LF","Q","2004-Q2",7.766667,
"BEL","HUR","TOT","PC_LF","Q","2004-Q3",8.866667,
"BEL","HUR","TOT","PC_LF","Q","2004-Q4",8.366667,
"BEL","HUR","TOT","PC_LF","Q","2005-Q1",8.466666,
"BEL","HUR","TOT","PC_LF","Q","2005-Q2",8.5,
"BEL","HUR","TOT","PC_LF","Q","2005-Q3",8.5,
"BEL","HUR","TOT","PC_LF","Q","2005-Q4",8.433333,
"BEL","HUR","TOT","PC_LF","Q","2006-Q1",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2006-Q2",8.666667,
"BEL","HUR","TOT","PC_LF","Q","2006-Q3",7.9,
"BEL","HUR","TOT","PC_LF","Q","2006-Q4",7.933333,
"BEL","HUR","TOT","PC_LF","Q","2007-Q1",7.833333,
"BEL","HUR","TOT","PC_LF","Q","2007-Q2",8,
"BEL","HUR","TOT","PC_LF","Q","2007-Q3",7.066667,
"BEL","HUR","TOT","PC_LF","Q","2007-Q4",7.066667,
"BEL","HUR","TOT","PC_LF","Q","2008-Q1",6.9,
"BEL","HUR","TOT","PC_LF","Q","2008-Q2",6.633333,
"BEL","HUR","TOT","PC_LF","Q","2008-Q3",7.5,
"BEL","HUR","TOT","PC_LF","Q","2008-Q4",6.833333,
"BEL","HUR","TOT","PC_LF","Q","2009-Q1",7.766667,
"BEL","HUR","TOT","PC_LF","Q","2009-Q2",7.833333,
"BEL","HUR","TOT","PC_LF","Q","2009-Q3",7.966667,
"BEL","HUR","TOT","PC_LF","Q","2009-Q4",8.066667,
"BEL","HUR","TOT","PC_LF","Q","2010-Q1",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2010-Q2",8.433333,
"BEL","HUR","TOT","PC_LF","Q","2010-Q3",8.4,
"BEL","HUR","TOT","PC_LF","Q","2010-Q4",7.833333,
"BEL","HUR","TOT","PC_LF","Q","2011-Q1",7.1,
"BEL","HUR","TOT","PC_LF","Q","2011-Q2",6.9,
"BEL","HUR","TOT","PC_LF","Q","2011-Q3",7.5,
"BEL","HUR","TOT","PC_LF","Q","2011-Q4",7.066667,
"BEL","HUR","TOT","PC_LF","Q","2012-Q1",7.166667,
"BEL","HUR","TOT","PC_LF","Q","2012-Q2",7.266667,
"BEL","HUR","TOT","PC_LF","Q","2012-Q3",7.5,
"BEL","HUR","TOT","PC_LF","Q","2012-Q4",8.266666,
"BEL","HUR","TOT","PC_LF","Q","2013-Q1",8.4,
"BEL","HUR","TOT","PC_LF","Q","2013-Q2",8.4,
"BEL","HUR","TOT","PC_LF","Q","2013-Q3",8.466666,
"BEL","HUR","TOT","PC_LF","Q","2013-Q4",8.533334,
"BEL","HUR","TOT","PC_LF","Q","2014-Q1",8.666667,
"BEL","HUR","TOT","PC_LF","Q","2014-Q2",8.5,
"BEL","HUR","TOT","PC_LF","Q","2014-Q3",8.533334,
"BEL","HUR","TOT","PC_LF","Q","2014-Q4",8.5,
"BEL","HUR","TOT","PC_LF","Q","2015-Q1",8.7,
"BEL","HUR","TOT","PC_LF","Q","2015-Q2",8.566667,
"BEL","HUR","TOT","PC_LF","Q","2015-Q3",8,
"BEL","HUR","TOT","PC_LF","Q","2015-Q4",8.666667,
"BEL","HUR","TOT","PC_LF","Q","2016-Q1",8.266666,
"BEL","HUR","TOT","PC_LF","Q","2016-Q2",8.133333,
"BEL","HUR","TOT","PC_LF","Q","2016-Q3",7.733333,
"BEL","HUR","TOT","PC_LF","Q","2016-Q4",7.233333,
"BEL","HUR","TOT","PC_LF","Q","2017-Q1",7.7,
"BEL","HUR","TOT","PC_LF","Q","2017-Q2",7.233333,
"BEL","HUR","TOT","PC_LF","Q","2017-Q3",7.1,
"BEL","HUR","TOT","PC_LF","Q","2017-Q4",6.433333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q1",6.1,
"BEL","HUR","TOT","PC_LF","Q","2018-Q2",6.233333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q3",5.733333,
"BEL","HUR","TOT","PC_LF","Q","2018-Q4",5.766667,
"BEL","HUR","TOT","PC_LF","Q","2019-Q1",5.533333,
"BEL","HUR","TOT","PC_LF","Q","2019-Q2",5.466667,
"BEL","HUR","TOT","PC_LF","Q","2019-Q3",5.233333,
"BEL","HUR","TOT","PC_LF","Q","2019-Q4",5.2,
"BEL","HUR","TOT","PC_LF","Q","2020-Q1",5,
"BEL","HUR","TOT","PC_LF","Q","2020-Q2",5.033333,
"BEL","HUR","TOT","PC_LF","Q","2020-Q3",6.333333,
"CAN","HUR","TOT","PC_LF","Q","1989-Q2",7.666667,
"CAN","HUR","TOT","PC_LF","Q","1989-Q3",7.433333,
"CAN","HUR","TOT","PC_LF","Q","1989-Q4",7.5,
"CAN","HUR","TOT","PC_LF","Q","1990-Q1",7.633333,
"CAN","HUR","TOT","PC_LF","Q","1990-Q2",7.666667,
"CAN","HUR","TOT","PC_LF","Q","1990-Q3",8.166667,
"CAN","HUR","TOT","PC_LF","Q","1990-Q4",9.133333,
"CAN","HUR","TOT","PC_LF","Q","1991-Q1",10.16667,
"CAN","HUR","TOT","PC_LF","Q","1991-Q2",10.33333,
"CAN","HUR","TOT","PC_LF","Q","1991-Q3",10.43333,
"CAN","HUR","TOT","PC_LF","Q","1991-Q4",10.33333,
"CAN","HUR","TOT","PC_LF","Q","1992-Q1",10.6,
"CAN","HUR","TOT","PC_LF","Q","1992-Q2",11,
"CAN","HUR","TOT","PC_LF","Q","1992-Q3",11.53333,
"CAN","HUR","TOT","PC_LF","Q","1992-Q4",11.73333,
"CAN","HUR","TOT","PC_LF","Q","1993-Q1",11.13333,
"CAN","HUR","TOT","PC_LF","Q","1993-Q2",11.63333,
"CAN","HUR","TOT","PC_LF","Q","1993-Q3",11.43333,
"CAN","HUR","TOT","PC_LF","Q","1993-Q4",11.3,
"CAN","HUR","TOT","PC_LF","Q","1994-Q1",11.03333,
"CAN","HUR","TOT","PC_LF","Q","1994-Q2",10.63333,
"CAN","HUR","TOT","PC_LF","Q","1994-Q3",10.13333,
"CAN","HUR","TOT","PC_LF","Q","1994-Q4",9.766666,
"CAN","HUR","TOT","PC_LF","Q","1995-Q1",9.633333,
"CAN","HUR","TOT","PC_LF","Q","1995-Q2",9.5,
"CAN","HUR","TOT","PC_LF","Q","1995-Q3",9.433333,
"CAN","HUR","TOT","PC_LF","Q","1995-Q4",9.3,
"CAN","HUR","TOT","PC_LF","Q","1996-Q1",9.5,
"CAN","HUR","TOT","PC_LF","Q","1996-Q2",9.433333,
"CAN","HUR","TOT","PC_LF","Q","1996-Q3",9.666667,
"CAN","HUR","TOT","PC_LF","Q","1996-Q4",9.833333,
"CAN","HUR","TOT","PC_LF","Q","1997-Q1",9.433333,
"CAN","HUR","TOT","PC_LF","Q","1997-Q2",9.3,
"CAN","HUR","TOT","PC_LF","Q","1997-Q3",8.866667,
"CAN","HUR","TOT","PC_LF","Q","1997-Q4",8.766666,
"CAN","HUR","TOT","PC_LF","Q","1998-Q1",8.6,
"CAN","HUR","TOT","PC_LF","Q","1998-Q2",8.333333,
"CAN","HUR","TOT","PC_LF","Q","1998-Q3",8.2,
"CAN","HUR","TOT","PC_LF","Q","1998-Q4",8.033334,
